No.,Time,Source,Destination,Protocol,Length,Sequence Number,Info
60161,236.527407,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14822/58937, ttl=127 (reply in 60163)"
60164,236.534153,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15204/25659, ttl=127 (reply in 60166)"
60165,236.534155,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14823/59193, ttl=127 (reply in 60167)"
60168,236.537922,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14824/59449, ttl=127 (reply in 60169)"
60170,236.540851,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14825/59705, ttl=127 (reply in 60172)"
60171,236.54089,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14826/59961, ttl=127 (reply in 60173)"
60174,236.545895,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15815/51005, ttl=127 (reply in 60175)"
60176,236.546789,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14827/60217, ttl=127 (reply in 60177)"
60178,236.549789,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15205/25915, ttl=127 (reply in 60179)"
60180,236.551941,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14828/60473, ttl=127 (reply in 60181)"
60182,236.555442,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15816/51261, ttl=127 (reply in 60183)"
60184,236.55612,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15206/26171, ttl=127 (reply in 60185)"
60186,236.561573,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15207/26427, ttl=127 (reply in 60187)"
60188,236.562981,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14829/60729, ttl=127 (reply in 60189)"
60190,236.564609,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15208/26683, ttl=127 (reply in 60191)"
60192,236.567539,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14830/60985, ttl=127 (reply in 60194)"
60193,236.568009,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15209/26939, ttl=127 (reply in 60195)"
60196,236.570792,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14831/61241, ttl=127 (reply in 60197)"
60198,236.578538,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14832/61497, ttl=127 (reply in 60199)"
60200,236.583215,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14833/61753, ttl=127 (reply in 60201)"
60202,236.584837,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15210/27195, ttl=127 (reply in 60203)"
60204,236.586505,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15817/51517, ttl=127 (reply in 60205)"
60206,236.596867,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14834/62009, ttl=127 (reply in 60209)"
60207,236.596868,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15211/27451, ttl=127 (reply in 60210)"
60208,236.597254,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15212/27707, ttl=127 (reply in 60211)"
60212,236.599883,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14835/62265, ttl=127 (reply in 60213)"
60214,236.607443,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15818/51773, ttl=127 (reply in 60215)"
60216,236.609275,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15819/52029, ttl=127 (reply in 60217)"
60218,236.611587,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15820/52285, ttl=127 (reply in 60220)"
60219,236.612069,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14836/62521, ttl=127 (reply in 60221)"
60222,236.626436,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14837/62777, ttl=127 (reply in 60223)"
60224,236.635039,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14838/63033, ttl=127 (reply in 60225)"
60226,236.642551,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14839/63289, ttl=127 (reply in 60228)"
60227,236.642564,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14840/63545, ttl=127 (reply in 60229)"
60230,236.647948,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14841/63801, ttl=127 (reply in 60232)"
60231,236.647949,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14842/64057, ttl=127 (reply in 60233)"
60234,236.652645,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15213/27963, ttl=127 (reply in 60235)"
60236,236.664513,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14843/64313, ttl=127 (reply in 60237)"
60238,236.678251,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15821/52541, ttl=127 (reply in 60240)"
60239,236.678252,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15214/28219, ttl=127 (reply in 60241)"
60242,236.688486,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14844/64569, ttl=127 (reply in 60243)"
60244,236.697334,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14845/64825, ttl=127 (reply in 60245)"
60246,236.711609,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15822/52797, ttl=127 (reply in 60247)"
60248,236.712915,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15823/53053, ttl=127 (reply in 60249)"
60250,236.718086,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14846/65081, ttl=127 (reply in 60251)"
60252,236.728508,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14847/65337, ttl=127 (reply in 60253)"
60254,236.740585,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15824/53309, ttl=127 (reply in 60256)"
60255,236.740587,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15825/53565, ttl=127 (reply in 60257)"
60258,236.751111,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15826/53821, ttl=127 (reply in 60260)"
60259,236.751114,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15827/54077, ttl=127 (reply in 60261)"
60262,236.751903,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15215/28475, ttl=127 (reply in 60263)"
60264,236.765576,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15828/54333, ttl=127 (reply in 60266)"
60265,236.765604,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15216/28731, ttl=127 (reply in 60267)"
60268,236.768416,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15829/54589, ttl=127 (reply in 60269)"
60270,236.770019,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15217/28987, ttl=127 (reply in 60271)"
60272,236.783475,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15218/29243, ttl=127 (reply in 60273)"
60274,236.786135,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14848/58, ttl=127 (reply in 60275)"
60276,236.791615,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15219/29499, ttl=127 (reply in 60277)"
60278,236.793786,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14849/314, ttl=127 (reply in 60279)"
60280,236.797426,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15220/29755, ttl=127 (reply in 60281)"
60282,236.821169,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15830/54845, ttl=127 (reply in 60283)"
60284,236.825374,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15831/55101, ttl=127 (reply in 60285)"
60286,236.826942,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15832/55357, ttl=127 (reply in 60288)"
60287,236.827233,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14850/570, ttl=127 (reply in 60289)"
60290,236.831203,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14851/826, ttl=127 (reply in 60291)"
60292,236.858176,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15833/55613, ttl=127 (reply in 60293)"
60294,236.866193,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15834/55869, ttl=127 (reply in 60295)"
60296,236.878822,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15221/30011, ttl=127 (reply in 60299)"
60297,236.878851,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15835/56125, ttl=127 (reply in 60301)"
60298,236.87943,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15222/30267, ttl=127 (reply in 60302)"
60300,236.879479,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15836/56381, ttl=127 (reply in 60303)"
60304,236.885431,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15223/30523, ttl=127 (reply in 60307)"
60305,236.885469,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15837/56637, ttl=127 (reply in 60308)"
60306,236.886136,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15224/30779, ttl=127 (reply in 60309)"
60310,236.887941,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14852/1082, ttl=127 (reply in 60311)"
60312,236.891834,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15225/31035, ttl=127 (reply in 60314)"
60313,236.891836,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15838/56893, ttl=127 (reply in 60315)"
60316,236.894027,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15839/57149, ttl=127 (reply in 60318)"
60317,236.894029,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14853/1338, ttl=127 (reply in 60319)"
60320,236.895334,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15226/31291, ttl=127 (reply in 60321)"
60322,236.89679,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14854/1594, ttl=127 (reply in 60323)"
60324,236.900357,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15840/57405, ttl=127 (reply in 60325)"
60326,236.956662,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15841/57661, ttl=127 (reply in 60327)"
60328,236.963316,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14855/1850, ttl=127 (reply in 60329)"
60330,236.964006,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15842/57917, ttl=127 (reply in 60331)"
60332,236.974007,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15227/31547, ttl=127 (reply in 60333)"
60334,236.977505,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15228/31803, ttl=127 (reply in 60335)"
60336,236.981671,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15843/58173, ttl=127 (reply in 60337)"
60338,236.985608,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15229/32059, ttl=127 (reply in 60341)"
60339,236.985611,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15844/58429, ttl=127 (reply in 60342)"
60340,236.986233,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15230/32315, ttl=127 (reply in 60343)"
60344,237.008794,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15231/32571, ttl=127 (reply in 60345)"
60346,237.017732,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15845/58685, ttl=127 (reply in 60347)"
60348,237.020192,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15232/32827, ttl=127 (reply in 60349)"
60350,237.021518,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15846/58941, ttl=127 (reply in 60352)"
60351,237.021588,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15233/33083, ttl=127 (reply in 60353)"
60354,237.025296,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15847/59197, ttl=127 (reply in 60356)"
60355,237.025299,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15234/33339, ttl=127 (reply in 60357)"
60358,237.027549,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15235/33595, ttl=127 (reply in 60359)"
60360,237.029423,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15848/59453, ttl=127 (reply in 60361)"
60362,237.036549,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14856/2106, ttl=127 (reply in 60366)"
60363,237.036589,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15849/59709, ttl=127 (reply in 60367)"
60364,237.036971,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15236/33851, ttl=127 (reply in 60368)"
60365,237.036973,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14857/2362, ttl=127 (reply in 60369)"
60370,237.038379,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15850/59965, ttl=127 (reply in 60371)"
60372,237.039271,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15237/34107, ttl=127 (reply in 60373)"
60374,237.040464,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14858/2618, ttl=127 (reply in 60375)"
60376,237.050655,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15238/34363, ttl=127 (reply in 60379)"
60377,237.050657,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14859/2874, ttl=127 (reply in 60380)"
60378,237.051095,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15851/60221, ttl=127 (reply in 60381)"
60382,237.057364,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15852/60477, ttl=127 (reply in 60383)"
60384,237.060063,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14860/3130, ttl=127 (reply in 60385)"
60386,237.07382,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14861/3386, ttl=127 (reply in 60387)"
60388,237.107239,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15853/60733, ttl=127 (reply in 60389)"
60390,237.112005,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15239/34619, ttl=127 (reply in 60391)"
60392,237.116721,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15854/60989, ttl=127 (reply in 60393)"
60394,237.127419,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15855/61245, ttl=127 (reply in 60395)"
60396,237.136961,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15856/61501, ttl=127 (reply in 60397)"
60398,237.151904,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15857/61757, ttl=127 (reply in 60400)"
60399,237.151944,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15240/34875, ttl=127 (reply in 60401)"
60402,237.181214,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15858/62013, ttl=127 (reply in 60403)"
60404,237.184315,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15859/62269, ttl=127 (reply in 60405)"
60406,237.186653,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14862/3642, ttl=127 (reply in 60407)"
60408,237.190297,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15860/62525, ttl=127 (reply in 60409)"
60410,237.202027,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14863/3898, ttl=127 (reply in 60411)"
60412,237.206585,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15861/62781, ttl=127 (reply in 60413)"
60414,237.229688,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15862/63037, ttl=127 (reply in 60416)"
60415,237.22969,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15863/63293, ttl=127 (reply in 60417)"
60418,237.230835,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15241/35131, ttl=127 (reply in 60437)"
60419,237.230838,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14864/4154, ttl=127 (reply in 60438)"
60420,237.230879,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15242/35387, ttl=127 (reply in 60439)"
60421,237.230881,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15243/35643, ttl=127 (reply in 60440)"
60422,237.230885,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14865/4410, ttl=127 (reply in 60441)"
60423,237.230887,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15244/35899, ttl=127 (reply in 60442)"
60424,237.230889,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14866/4666, ttl=127 (reply in 60443)"
60425,237.230891,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15864/63549, ttl=127 (reply in 60444)"
60426,237.230893,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15245/36155, ttl=127 (reply in 60445)"
60427,237.230895,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15865/63805, ttl=127 (reply in 60447)"
60428,237.230897,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15866/64061, ttl=127 (reply in 60448)"
60429,237.230899,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15867/64317, ttl=127 (reply in 60449)"
60430,237.2309,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14867/4922, ttl=127 (reply in 60450)"
60431,237.230902,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15868/64573, ttl=127 (reply in 60451)"
60432,237.230904,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14868/5178, ttl=127 (reply in 60452)"
60433,237.230921,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15246/36411, ttl=127 (reply in 60453)"
60434,237.230923,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15869/64829, ttl=127 (reply in 60454)"
60435,237.231279,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15870/65085, ttl=127 (reply in 60455)"
60436,237.231318,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14869/5434, ttl=127 (reply in 60456)"
60446,237.232898,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14870/5690, ttl=127 (reply in 60457)"
60458,237.234165,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15871/65341, ttl=127 (reply in 60459)"
60460,237.236482,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14871/5946, ttl=127 (reply in 60461)"
60462,237.25573,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14872/6202, ttl=127 (reply in 60463)"
60464,237.262141,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15247/36667, ttl=127 (reply in 60468)"
60465,237.262183,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15872/62, ttl=127 (reply in 60469)"
60466,237.262375,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15248/36923, ttl=127 (reply in 60470)"
60467,237.262376,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15873/318, ttl=127 (reply in 60471)"
60472,237.263948,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15874/574, ttl=127 (reply in 60474)"
60473,237.263988,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15249/37179, ttl=127 (reply in 60475)"
60476,237.266869,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=14873/6458, ttl=127 (reply in 60477)"
60478,237.268222,192.168.0.102,192.168.0.104,ICMP,60,,"Echo (ping) request  id=0x0001, seq=15250/37435, ttl=127 (reply in 60479)"
